Universe Date,Filter Date,Era,Novel Type,Title,Writers,Release Date,Canon or Legends,Image,Thumbnail
22 BBY,-22,FOTJ,OJR,Boba Fett: Hunted,Elizabeth Hand,10/1/2003,Legend,https://static.wikia.nocookie.net/starwars/images/6/65/Hunted.jpg/revision/latest?cb=20050720145025,SWImages\Boba Fett Hunted.jpg
22 BBY,-22,FOTJ,ON,Republic Commando: Hard Contact,Karen Traviss,10/26/2004,Legend,https://static.wikia.nocookie.net/starwars/images/8/8b/Hard_Contact_Cover.jpg/revision/latest/scale-to-width-down/500?cb=20070720121212,SWImages\Republic Commando Hard Contact.jpg
22 BBY,-22,FOTJ,ON,Shatterpoint,Matthew Stover,6/3/2003,Legend,https://static.wikia.nocookie.net/starwars/images/3/32/Shatterpoint_PB.jpg/revision/latest/scale-to-width-down/500?cb=20070719043622,SWImages\Shatterpoint.jpg
22 BBY,-22,FOTJ,ON,Republic Commando: Triple Zero,Karen Traviss,2/28/2006,Legend,https://static.wikia.nocookie.net/starwars/images/1/14/TripleZero.jpg/revision/latest/scale-to-width-down/499?cb=20070720004318,SWImages\Republic Commando Triple Zero.jpg
22 BBY,-22,FOTJ,ON,The Cestus Deception,Steven Barnes,6/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/d/d4/CestusDeception_PB.jpg/revision/latest/scale-to-width-down/499?cb=20070719042926,SWImages\The Cestus Deception.jpg
22 BBY,-22,FOTJ,ON,Jedi Trial,"David Sherman 
Dan Cragg",10/26/2004,Legend,https://static.wikia.nocookie.net/starwars/images/2/21/Jedi_Trial_Cover.jpg/revision/latest/scale-to-width-down/499?cb=20070719042434,SWImages\Jedi Trial.jpg
22 BBY,-22,FOTJ,NA,The Clone Wars,Karen Traviss,7/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/c/c6/Clonewars_by_karen.jpg/revision/latest/scale-to-width-down/500?cb=20080707045017,SWImages\The Clone Wars.jpg
22 BBY,-22,FOTJ,JRA,The Clone Wars,Tracey West,7/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/7/78/TCW_junior_novel.jpg/revision/latest/scale-to-width-down/336?cb=20080707235548,SWImages\The Clone Wars.jpg
22 BBY,-22,FOTJ,OJR,The Clone Wars: Secret Missions 1: Breakout Squad,Ryder Windham,9/3/2009,Legend,https://static.wikia.nocookie.net/starwars/images/e/ee/Breakout_bg.jpg/revision/latest/scale-to-width-down/337?cb=20090605022522,SWImages\The Clone Wars Secret Missions 1 Breakout Squad.jpg
22 BBY,-22,FOTJ,OJR,The Clone Wars: Secret Missions 2: Curse of the Black Hole Pirates,Ryder Windham,7/22/2010,Legend,https://static.wikia.nocookie.net/starwars/images/b/b5/CurseoftheBlackHolePirates.jpg/revision/latest/scale-to-width-down/335?cb=20210526202954,SWImages\The Clone Wars Secret Missions 2 Curse of the Black Hole Pirates.jpg
22 BBY,-22,FOTJ,OJR,The Clone Wars: Secret Missions 3: Duel at Shattered Rock,Ryder Windham,3/3/2011,Legend,https://static.wikia.nocookie.net/starwars/images/4/46/DuelatShatteredRock.jpg/revision/latest/scale-to-width-down/500?cb=20110505215603,SWImages\The Clone Wars Secret Missions 3 Duel at Shattered Rock.jpg
22 BBY,-22,FOTJ,OJR,The Clone Wars: Secret Missions 4: Guardians of the Chiss Key,Ryder Windham,3/15/2012,Legend,https://static.wikia.nocookie.net/starwars/images/f/fb/GuardiansOfTheChissKey.jpg/revision/latest/scale-to-width-down/500?cb=20120306010927,SWImages\The Clone Wars Secret Missions 4 Guardians of the Chiss Key.jpg
22 BBY,-22,FOTJ,ON,The Clone Wars: Wild Space,Karen Miller,12/9/2008,Legend,https://static.wikia.nocookie.net/starwars/images/a/a1/TCW_Wild_Space.jpg/revision/latest/scale-to-width-down/500?cb=20081030184333,SWImages\The Clone Wars Wild Space.jpg
22 BBY,-22,FOTJ,ON,The Clone Wars: No Prisoners,Karen Traviss,5/19/2009,Legend,https://static.wikia.nocookie.net/starwars/images/3/3a/No_Prisoners_cover.jpg/revision/latest/scale-to-width-down/500?cb=20090118231955,SWImages\The Clone Wars No Prisoners.jpg
21 BBY,-21,FOTJ,YR,The Clone Wars: Meet Ahsoka Tano,Kirsten Mayer,10/2/2008,Legend,https://static.wikia.nocookie.net/starwars/images/9/96/Meet_Ahsoka_Tano.jpg/revision/latest/scale-to-width-down/500?cb=20111229012313,SWImages\The Clone Wars Meet Ahsoka Tano.jpg
21 BBY,-21,FOTJ,YR,The Clone Wars: The New Padawan,Eric Stevens,7/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/7/7f/The_New_Padawan.jpg/revision/latest/scale-to-width-down/332?cb=20080707235549,SWImages\The Clone Wars The New Padawan.jpg
21 BBY,-21,FOTJ,YR,The Clone Wars: Operation: Huttlet,Stele Filipek,10/7/2008,Legend,https://static.wikia.nocookie.net/starwars/images/7/7e/Operation_Huttlet.jpg/revision/latest?cb=20080710015214,SWImages\The Clone Wars Operation Huttlet.jpg
21 BBY,-21,FOTJ,YR,The Clone Wars: Anakin in Action!,Simon Beecroft,7/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/4/44/AnakinInAction-cover.jpg/revision/latest/scale-to-width-down/328?cb=20080710213211,SWImages\The Clone Wars Anakin in Action!.jpg
21 BBY,-21,FOTJ,YR,The Clone Wars: Battle at Teth,Kirsten Mayer,7/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/e/e8/Battle_at_Teth.jpg/revision/latest/scale-to-width-down/500?cb=20111229011251,SWImages\The Clone Wars Battle at Teth.jpg
21 BBY,-21,FOTJ,YR,The Clone Wars: The Battle Begins,Rob Valois,7/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/f/fd/The_Battle_Begins.jpg/revision/latest/scale-to-width-down/350?cb=20080707235549,SWImages\The Clone Wars The Battle Begins.jpg
21 BBY,-21,FOTJ,JRA,The Clone Wars: Defenders of the Republic,Rob Valois,10/7/2010,Legend,https://static.wikia.nocookie.net/starwars/images/2/20/DEFENDERSOFTHEREPUBLICCOVER.jpg/revision/latest/scale-to-width-down/500?cb=20111229011612,SWImages\The Clone Wars Defenders of the Republic.jpg
21 BBY,-21,FOTJ,JRA,The Clone Wars: Grievous Attacks!,"Veronica Wasserman
Tracey West 
Rob Valois",2/5/2009,Legend,https://static.wikia.nocookie.net/starwars/images/5/51/G_attacks_bg.jpg/revision/latest/scale-to-width-down/338?cb=20090129202435,SWImages\The Clone Wars Grievous Attacks!.jpg
21 BBY,-21,FOTJ,ON,Clone Wars Gambit: Stealth,Karen Miller,2/23/2010,Legend,https://static.wikia.nocookie.net/starwars/images/4/41/CW_Gambit_Stealth_front_cover.jpg/revision/latest/scale-to-width-down/500?cb=20090811195611,SWImages\Clone Wars Gambit Stealth.jpg
21 BBY,-21,FOTJ,ON,Clone Wars Gambit: Siege,Karen Miller,7/6/2010,Legend,https://static.wikia.nocookie.net/starwars/images/3/3b/CWGSiege.jpg/revision/latest/scale-to-width-down/500?cb=20091223005941,SWImages\Clone Wars Gambit Siege.jpg
21 BBY,-21,FOTJ,ON,Republic Commando: True Colors,Karen Traviss,10/30/2007,Legend,https://static.wikia.nocookie.net/starwars/images/0/05/True_colors.jpg/revision/latest/scale-to-width-down/500?cb=20070705154759,SWImages\Republic Commando True Colors.jpg
21 BBY,-21,FOTJ,JRA,The Clone Wars: Bounty Hunter: Boba Fett,Jason Fry,5/13/2010,Legend,https://static.wikia.nocookie.net/starwars/images/9/9b/SWTCW-BHBobaFett.jpg/revision/latest/scale-to-width-down/500?cb=20120306011134,SWImages\The Clone Wars Bounty Hunter Boba Fett.jpg
21 BBY,-21,FOTJ,JRA,The Clone Wars: Warriors of the Deep,Rob Valois,2011,Legend,https://static.wikia.nocookie.net/starwars/images/a/ac/The_Clone_Wars_Warriors_of_the_Deep.jpg/revision/latest/scale-to-width-down/335?cb=20120603095548,SWImages\The Clone Wars Warriors of the Deep.jpg
20 BBY,-20,FOTJ,JRA,The Clone Wars: Darth Maul: Shadow Conspiracy,Jason Fry,1/1/2013,Legend,https://static.wikia.nocookie.net/starwars/images/f/f6/Shadow_Conspiracy.jpg/revision/latest?cb=20120622233604,SWImages\The Clone Wars Darth Maul Shadow Conspiracy.jpg
20 BBY,-20,FOTJ,ON,MedStar I: Battle Surgeons,"Michael Reaves 
Steve Perry",6/29/2004,Legend,https://static.wikia.nocookie.net/starwars/images/2/2f/Medstar_-_Battle_Surgeons_Cover.jpg/revision/latest/scale-to-width-down/499?cb=20070724045949,SWImages\MedStar I Battle Surgeons.jpg
20 BBY,-20,FOTJ,ON,MedStar II: Jedi Healer,Michael Reaves,9/28/2004,Legend,https://static.wikia.nocookie.net/starwars/images/c/ca/Medstar_II_-_Jedi_Healer.jpg/revision/latest/scale-to-width-down/500?cb=20070724045601,SWImages\MedStar II Jedi Healer.jpg
19 BBY,-19,ROTE,ON,Yoda: Dark Rendezvous,Sean Stewart,11/23/2004,Legend,https://static.wikia.nocookie.net/starwars/images/f/f0/YodaDarkRendezvous.jpg/revision/latest/scale-to-width-down/291?cb=20200722031323,SWImages\Yoda Dark Rendezvous.jpg
19 BBY,-19,ROTE,OJR,Boba Fett: A New Threat,Elizabeth Hand,4/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/4/4e/Anewthreat.jpg/revision/latest?cb=20050720145323,SWImages\Boba Fett A New Threat.jpg
19 BBY,-19,ROTE,OJR,Boba Fett: Pursuit,Elizabeth Hand,2004-12,Legend,https://static.wikia.nocookie.net/starwars/images/b/b6/Pursuit.jpg/revision/latest?cb=20061106203926,SWImages\Boba Fett Pursuit.jpg
19 BBY,-19,ROTE,ON,Labyrinth of Evil,James Luceno,1/25/2005,Legend,https://static.wikia.nocookie.net/starwars/images/6/63/Labyrinth_of_Evil_Cover.jpg/revision/latest/scale-to-width-down/500?cb=20070719042702,SWImages\Labyrinth of Evil.jpg
19 BBY,-19,ROTE,NA,Star Wars Episode III: Revenge of the Sith,Matthew Stover,4/2/2005,Legend,https://static.wikia.nocookie.net/starwars/images/8/88/RevengeOfTheSithNovel.jpg/revision/latest/scale-to-width-down/500?cb=20070917191944,SWImages\Star Wars Episode III Revenge of the Sith.jpg
19 BBY,-19,ROTE,JRA,Star Wars Episode III: Revenge of the Sith,Patricia C. Wrede,4/2/2005,Legend,https://static.wikia.nocookie.net/starwars/images/b/b7/Ep3_junior.jpg/revision/latest/scale-to-width-down/499?cb=20180329085548,SWImages\Star Wars Episode III Revenge of the Sith.jpg
19 BBY,-19,ROTE,ON,Republic Commando: Order 66,Karen Traviss,9/16/2008,Legend,https://static.wikia.nocookie.net/starwars/images/f/f3/RepublicCommandoOrder66.jpg/revision/latest/scale-to-width-down/500?cb=20080724234556,SWImages\Republic Commando Order 66.jpg
19 BBY,-19,ROTE,ON,Kenobi,John Jackson Miller,8/27/2013,Legend,https://static.wikia.nocookie.net/starwars/images/4/47/Kenobi-Hardcover.jpg/revision/latest/scale-to-width-down/499?cb=20130720183933,SWImages\Kenobi.jpg
19 BBY,-19,ROTE,ON,Dark Lord: The Rise of Darth Vader,James Luceno,11/22/2005,Legend,https://static.wikia.nocookie.net/starwars/images/4/45/Dark_lord.jpg/revision/latest/scale-to-width-down/499?cb=20070719041229,SWImages\Dark Lord The Rise of Darth Vader.jpg
19 BBY,-19,ROTE,ON,Imperial Commando: 501st,Karen Traviss,10/27/2009,Legend,https://static.wikia.nocookie.net/starwars/images/d/df/501st_bg.jpg/revision/latest/scale-to-width-down/500?cb=20090325234429,SWImages\Imperial Commando 501st.jpg
19 BBY,-19,ROTE,ON,Coruscant Nights I: Jedi Twilight,Michael Reaves,6/24/2008,Legend,https://static.wikia.nocookie.net/starwars/images/d/d5/Jedi_Twilight.jpg/revision/latest/scale-to-width-down/499?cb=20071222041654,SWImages\Coruscant Nights I Jedi Twilight.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: The Desperate Mission,Jude Watson,5/1/2005,Legend,https://static.wikia.nocookie.net/starwars/images/2/27/Lastofthejedi1.jpg/revision/latest?cb=20050720134352,SWImages\The Last of the Jedi The Desperate Mission.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Dark Warning,Jude Watson,9/1/2005,Legend,https://static.wikia.nocookie.net/starwars/images/6/61/Thedarkwarning.jpg/revision/latest?cb=20051016032739,SWImages\The Last of the Jedi Dark Warning.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Underworld,Jude Watson,12/1/2005,Legend,https://static.wikia.nocookie.net/starwars/images/0/00/LATJ3_Underworld.jpg/revision/latest?cb=20050818080423,SWImages\The Last of the Jedi Underworld.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Death on Naboo,Jude Watson,4/1/2006,Legend,https://static.wikia.nocookie.net/starwars/images/9/90/Deathonnaboo.jpg/revision/latest?cb=20051104105307,SWImages\The Last of the Jedi Death on Naboo.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: A Tangled Web,Jude Watson,2006-07,Legend,https://static.wikia.nocookie.net/starwars/images/2/23/Atangledweb.jpg/revision/latest?cb=20130610023809,SWImages\The Last of the Jedi A Tangled Web.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Return of the Dark Side,Jude Watson,11/17/2006,Legend,https://static.wikia.nocookie.net/starwars/images/d/d8/LastoftheJedi-ReturntotheDarkSide.jpg/revision/latest?cb=20060715084623,SWImages\The Last of the Jedi Return of the Dark Side.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Secret Weapon,Jude Watson,2007-03,Legend,https://static.wikia.nocookie.net/starwars/images/d/dd/LotJSW.jpg/revision/latest?cb=20061213145505,SWImages\The Last of the Jedi Secret Weapon.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Against the Empire,Jude Watson,2007-10,Legend,https://static.wikia.nocookie.net/starwars/images/9/9a/Last_of_the_Jedi_8.jpg/revision/latest?cb=20070719030010,SWImages\The Last of the Jedi Against the Empire.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Master of Deception,Jude Watson,2/1/2008,Legend,https://static.wikia.nocookie.net/starwars/images/c/c5/Lotj-masterofdeception-cover.jpg/revision/latest/scale-to-width-down/345?cb=20071102021924,SWImages\The Last of the Jedi Master of Deception.jpg
18 BBY,-18,ROTE,OJR,The Last of the Jedi: Reckoning,Jude Watson,5/7/2008,Legend,https://static.wikia.nocookie.net/starwars/images/9/97/Reckoning.jpg/revision/latest/scale-to-width-down/345?cb=20080220085915,SWImages\The Last of the Jedi Reckoning.jpg
18 BBY,-18,ROTE,ON,Coruscant Nights II: Street of Shadows,Michael Reaves,8/26/2008,Legend,https://static.wikia.nocookie.net/starwars/images/8/8b/Street_of_Shadows.jpg/revision/latest/scale-to-width-down/499?cb=20080226031623,SWImages\Coruscant Nights II Street of Shadows.jpg
18 BBY,-18,ROTE,ON,Coruscant Nights III: Patterns of Force,"Michael Reaves 
Maya Kaathryn Bohnhoff",1/27/2009,Legend,https://static.wikia.nocookie.net/starwars/images/8/89/Patterns_of_Force.jpg/revision/latest/scale-to-width-down/499?cb=20080730044806,SWImages\Coruscant Nights III Patterns of Force.jpg
18  -  17 BBY,-18,ROTE,ON,The Last Jedi,"Michael Reaves 
Maya Kaathryn Bohnhoff",2/26/2013,Legend,https://static.wikia.nocookie.net/starwars/images/1/15/The_Last_Jedi.jpg/revision/latest/scale-to-width-down/499?cb=20120816013949,SWImages\The Last Jedi.jpg
15 BBY  -  4 ABY,-15,ROTE,OJR,A New Hope: The Life of Luke Skywalker,Ryder Windham,9/1/2009,Legend,https://static.wikia.nocookie.net/starwars/images/f/fe/Luke_Bio_Cover.jpg/revision/latest/scale-to-width-down/330?cb=20090508233626,SWImages\A New Hope The Life of Luke Skywalker.jpg
15 BBY,-15,ROTE,YR,The White Witch,Dragon Picture Books,1987,Legend,https://static.wikia.nocookie.net/starwars/images/7/70/The_White_Witch_cover.jpg/revision/latest/scale-to-width-down/500?cb=20110208183053,SWImages\The White Witch.jpg
15 BBY,-15,ROTE,YR,The White Witch: A Droid Adventure,Emily James,1986,Legend,https://static.wikia.nocookie.net/starwars/images/6/63/Whitewitch.jpg/revision/latest/scale-to-width-down/500?cb=20080722014211,SWImages\The White Witch A Droid Adventure.jpg
15 BBY,-15,ROTE,YR,Escape Into Terror,Emily James,1987,Legend,https://static.wikia.nocookie.net/starwars/images/9/92/Droidsbook2.jpg/revision/latest?cb=20080831190537,SWImages\Escape Into Terror.jpg
15 BBY,-15,ROTE,YR,The Trigon Unleashed,Dragon Picture Books,1987,Legend,https://static.wikia.nocookie.net/starwars/images/b/bf/Trigon_Unleashed_cover.jpg/revision/latest/scale-to-width-down/500?cb=20110208183548,SWImages\The Trigon Unleashed.jpg
15 BBY,-15,ROTE,YR,A Race to the Finish,Dragon Picture Books,1987,Legend,https://static.wikia.nocookie.net/starwars/images/d/d4/DroidsARace.jpg/revision/latest/scale-to-width-down/350?cb=20060721214943,SWImages\A Race to the Finish.jpg
15 BBY,-15,ROTE,YR,The Lost Prince: A Droid Adventure,Ellen Weiss,1985,Legend,https://static.wikia.nocookie.net/starwars/images/c/c8/LostPrince.jpg/revision/latest/scale-to-width-down/500?cb=20110409222452,SWImages\The Lost Prince A Droid Adventure.jpg
15 BBY,-15,ROTE,YR,The Pirates of Tarnoonga: A Droid Adventure,Ellen Weiss,1986,Legend,https://static.wikia.nocookie.net/starwars/images/9/9e/Piratesoftarnoonga.jpg/revision/latest?cb=20060721214458,SWImages\The Pirates of Tarnoonga A Droid Adventure.jpg
15 BBY,-15,ROTE,YR,Escape from the Monster Ship: A Droid Adventure,Bonnie Bogart,1986,Legend,https://static.wikia.nocookie.net/starwars/images/b/b4/Escapemonstership.jpg/revision/latest?cb=20060721215915,SWImages\Escape from the Monster Ship A Droid Adventure.jpg
10 BBY,-10,ROTE,ON,The Paradise Snare,A. C. Crispin,5/5/1997,Legend,https://static.wikia.nocookie.net/starwars/images/6/62/The_Paradise_Snare_cover.jpg/revision/latest/scale-to-width-down/500?cb=20100105134300,SWImages\The Paradise Snare.jpg
5  -  4 BBY,-5,AOR,ON,The Hutt Gambit,A. C. Crispin,1997-09,Legend,https://static.wikia.nocookie.net/starwars/images/8/83/The_Hutt_Gambit_cover.jpg/revision/latest/scale-to-width-down/500?cb=20100105134206,SWImages\The Hutt Gambit.jpg
3  -  2 BBY,-3,AOR,NA,The Force Unleashed,Sean Williams,8/19/2008,Legend,https://static.wikia.nocookie.net/starwars/images/b/b6/TFU_novel_new_cover.jpg/revision/latest/scale-to-width-down/499?cb=20080418182359,SWImages\The Force Unleashed.jpg
3  -  2 BBY,-3,AOR,ON,Lando Calrissian and the Mindharp of Sharu,L. Neil Smith,7/12/1983,Legend,https://static.wikia.nocookie.net/starwars/images/3/3c/TheMindharpofSharu.png/revision/latest/scale-to-width-down/500?cb=20200819234110,SWImages\Lando Calrissian and the Mindharp of Sharu.jpg
3  -  2 BBY,-3,AOR,ON,Lando Calrissian and the Flamewind of Oseon,L. Neil Smith,9/12/1983,Legend,https://static.wikia.nocookie.net/starwars/images/d/de/Flamewind_of_Oseon_Cover.jpg/revision/latest/scale-to-width-down/296?cb=20200824223344,SWImages\Lando Calrissian and the Flamewind of Oseon.jpg
3  -  2 BBY,-3,AOR,ON,Lando Calrissian and the Starcave of ThonBoka,L. Neil Smith,11/12/1983,Legend,https://static.wikia.nocookie.net/starwars/images/9/91/Starcave_of_ThonBoka_Cover.jpg/revision/latest/scale-to-width-down/301?cb=20200831034102,SWImages\Lando Calrissian and the Starcave of ThonBoka.jpg
3  -  0 BBY,-3,AOR,ON,Death Star,"Michael Reaves 
Steve Perry",10/16/2007,Legend,https://static.wikia.nocookie.net/starwars/images/5/50/DeathStarNovel.jpg/revision/latest/scale-to-width-down/500?cb=20210105194327,SWImages\Death Star.jpg
c. 2  -  0 BBY,-2,AOR,ON,Rebel Dawn,A. C. Crispin,3/9/1998,Legend,https://static.wikia.nocookie.net/starwars/images/c/c4/Rebel_Dawn_cover.jpg/revision/latest/scale-to-width-down/499?cb=20070719121411,SWImages\Rebel Dawn.jpg
2  -  1 BBY,-2,AOR,ON,Han Solo at Stars' End,Brian Daley,4/12/1979,Legend,https://static.wikia.nocookie.net/starwars/images/f/f8/HanSoloatStarsEnd-Hardcover.jpg/revision/latest/scale-to-width-down/500?cb=20180824190050,SWImages\Han Solo at Stars' End.jpg
2  -  1 BBY,-2,AOR,ON,Han Solo's Revenge,Brian Daley,10/12/1979,Legend,https://static.wikia.nocookie.net/starwars/images/b/b9/HanSolosRevenge.jpg/revision/latest/scale-to-width-down/499?cb=20200715022254,SWImages\Han Solo's Revenge.jpg
2  -  1 BBY,-2,AOR,OJR,Adventures in Hyperspace: Fire Ring Race,Ryder Windham,6/1/2010,Legend,https://static.wikia.nocookie.net/starwars/images/c/c0/FireRingRace.jpg/revision/latest/scale-to-width-down/500?cb=20190723215102,SWImages\Adventures in Hyperspace Fire Ring Race.jpg
2  -  1 BBY,-2,AOR,OJR,Adventures in Hyperspace: Shinbone Showdown,Ryder Windham,6/1/2010,Legend,https://static.wikia.nocookie.net/starwars/images/6/67/ShinboneShowdown.jpg/revision/latest/scale-to-width-down/500?cb=20100128112856,SWImages\Adventures in Hyperspace Shinbone Showdown.jpg
2  -  1 BBY,-2,AOR,ON,Han Solo and the Lost Legacy,Brian Daley,8/12/1980,Legend,https://static.wikia.nocookie.net/starwars/images/6/6b/Lost_Legacy_Cover.jpg/revision/latest/scale-to-width-down/291?cb=20050501181415,SWImages\Han Solo and the Lost Legacy.jpg
1 BBY,-1,AOR,NA,The Force Unleashed II,Sean Williams,10/5/2010,Legend,https://static.wikia.nocookie.net/starwars/images/1/1b/TheForceUnleashedII.jpg/revision/latest/scale-to-width-down/328?cb=20200108063742,SWImages\The Force Unleashed II.jpg
1 BBY,-1,AOR,ON,Dark Forces: Soldier for the Empire,William C. Dietz,2/15/1997,Legend,https://static.wikia.nocookie.net/starwars/images/1/16/Dhf1.jpg/revision/latest/scale-to-width-down/500?cb=20130413183541,SWImages\Dark Forces Soldier for the Empire.jpg
1 BBY,-1,AOR,ON,Death Troopers,Joe Schreiber,10/13/2009,Legend,https://static.wikia.nocookie.net/starwars/images/8/80/Deathtroopers.jpg/revision/latest/scale-to-width-down/500?cb=20090416154756,SWImages\Death Troopers.jpg
1 BBY,-1,AOR,GB,Jedi Dawn,Paul Cockburn,9/30/1993,Legend,https://static.wikia.nocookie.net/starwars/images/5/52/JediDawn_cover.jpg/revision/latest?cb=20070823144111,SWImages\Jedi Dawn.jpg
0 BBY,0,AOR,ON,Shadow Games,"Michael Reaves 
Maya Kaathryn Bohnhoff",11/29/2011,Legend,https://static.wikia.nocookie.net/starwars/images/9/99/Shadowgamescover.jpg/revision/latest/scale-to-width-down/499?cb=20110223215440,SWImages\Shadow Games.jpg
0 BBY,0,AOR,NA,Star Wars Episode IV: A New Hope,"Alan Dean Foster 
George Lucas",11/12/1976,Legend,https://static.wikia.nocookie.net/starwars/images/3/3a/FromtheAdventuresofLukeSkywalker.png/revision/latest/scale-to-width-down/307?cb=20190926173352,SWImages\Star Wars Episode IV A New Hope.jpg
0 BBY,0,AOR,JRA,Star Wars Episode IV: A New Hope,Ryder Windham,10/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/3/3d/StarWarsEpisodeIV-ANewHope.png/revision/latest/scale-to-width-down/500?cb=20190928234143,SWImages\Star Wars Episode IV A New Hope.jpg
0 BBY,0,AOR,JRA,Journal: The Fight for Justice,John Peel,1998-07,Legend,https://static.wikia.nocookie.net/starwars/images/1/1c/FightforJustice.jpg/revision/latest?cb=20190914223831,SWImages\Journal The Fight for Justice.jpg
0 BBY,0,AOR,OJR,Journal: Captive to Evil,Jude Watson,1998-07,Legend,https://static.wikia.nocookie.net/starwars/images/c/c7/CaptivetoEvil.jpg/revision/latest?cb=20051214032649,SWImages\Journal Captive to Evil.jpg
0 ABY,0,AOR,GB,Star Wars Missions 1: Assault on Yavin Four,Ryder Windham,9/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/4/41/AssaultonYavincover.jpg/revision/latest?cb=20060716222555,SWImages\Star Wars Missions 1 Assault on Yavin Four.jpg
0 ABY,0,AOR,GB,Star Wars Missions 2: Escape from Thyferra,Ryder Windham,10/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/c/c4/Missions2.jpg/revision/latest?cb=20051227083152,SWImages\Star Wars Missions 2 Escape from Thyferra.jpg
0 ABY,0,AOR,GB,Star Wars Missions 3: Attack on Delrakkin,Ryder Windham,11/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/4/4c/Missions3.jpg/revision/latest?cb=20051227083210,SWImages\Star Wars Missions 3 Attack on Delrakkin.jpg
0 ABY,0,AOR,GB,Star Wars Missions 4: Destroy the Liquidator,Ryder Windham,12/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/b/b8/Missions4.jpg/revision/latest?cb=20051227083233,SWImages\Star Wars Missions 4 Destroy the Liquidator.jpg
0 ABY,0,AOR,ON,Scoundrels,Timothy Zahn,1/1/2013,Legend,https://static.wikia.nocookie.net/starwars/images/4/44/ScoundrelsCover.jpg/revision/latest/scale-to-width-down/499?cb=20120323024348,SWImages\Scoundrels.jpg
0 ABY,0,AOR,GB,Star Wars Missions 17: Darth Vader's Return,Ryder Windham,1/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/7/76/Missions17.jpg/revision/latest?cb=20051227083444,SWImages\Star Wars Missions 17 Darth Vader's Return.jpg
0 ABY,0,AOR,GB,Star Wars Missions 18: Rogue Squadron to the Rescue,Ryder Windham,2/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/5/50/Missions18.jpg/revision/latest?cb=20051227083451,SWImages\Star Wars Missions 18 Rogue Squadron to the Rescue.jpg
0 ABY,0,AOR,GB,Star Wars Missions 19: Bounty on Bonadan,Ryder Windham,3/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/c/c6/Missions19.jpg/revision/latest?cb=20051227083459,SWImages\Star Wars Missions 19 Bounty on Bonadan.jpg
0 ABY,0,AOR,GB,Star Wars Missions 20: Total Destruction,Ryder Windham,4/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/b/b4/Missions20.jpg/revision/latest?cb=20051227083505,SWImages\Star Wars Missions 20 Total Destruction.jpg
0 ABY,0,AOR,OJR,Rebel Force: Target,Alex Wheeler,12/2/2008,Legend,https://static.wikia.nocookie.net/starwars/images/a/a8/RebelForceTarget.jpg/revision/latest/scale-to-width-down/500?cb=20090203162553,SWImages\Rebel Force Target.jpg
0 ABY,0,AOR,OJR,Rebel Force: Hostage,Alex Wheeler,1/1/2009,Legend,https://static.wikia.nocookie.net/starwars/images/5/5b/RebelForceHostage.jpg/revision/latest/scale-to-width-down/500?cb=20090203162305,SWImages\Rebel Force Hostage.jpg
0 ABY,0,AOR,OJR,Rebel Force: Renegade,Alex Wheeler,5/1/2009,Legend,https://static.wikia.nocookie.net/starwars/images/4/46/RebelForceRenegade.jpg/revision/latest/scale-to-width-down/500?cb=20090203043029,SWImages\Rebel Force Renegade.jpg
0 ABY,0,AOR,OJR,Rebel Force: Firefight,Alex Wheeler,9/1/2009,Legend,https://static.wikia.nocookie.net/starwars/images/1/12/RebelForceFirefight.jpg/revision/latest/scale-to-width-down/500?cb=20090313212107,SWImages\Rebel Force Firefight.jpg
0 ABY,0,AOR,OJR,Rebel Force: Trapped,Alex Wheeler,1/1/2010,Legend,https://static.wikia.nocookie.net/starwars/images/6/6c/RebelForceTrapped.jpg/revision/latest/scale-to-width-down/500?cb=20090616204604,SWImages\Rebel Force Trapped.jpg
